,Gender,Age,Height,Built,State,District,Area,Railway
1616,FEMALE,14,153.0,3,DELHI,JAIT PUR,SOUTH EAST,False
1617,FEMALE,19,153.0,3,DELHI,NEW ASHOK NAGAR,EAST,False
1618,FEMALE,15,122.0,3,DELHI,KASHMERI GATE,NORTH,False
1619,FEMALE,15,153.0,2,DELHI,KALYANPURI,EAST,False
1620,MALE,40,153.0,2,DELHI,VIVEK VIHAR,EAST,False
1621,MALE,22,153.0,3,DELHI,BADARPUR,SOUTH EAST,False
1622,MALE,21,153.0,2,DELHI,KARAWAL NAGAR,NORTH EAST,False
1623,FEMALE,17,122.0,2,DELHI,BINDA PUR,SOUTH WEST,False
1624,FEMALE,13,122.0,3,DELHI,BINDA PUR,SOUTH WEST,False
1625,MALE,16,153.0,3,DELHI,NEW ASHOK NAGAR,EAST,False
1626,FEMALE,6,92.0,3,DELHI,KARAWAL NAGAR,NORTH EAST,False
1627,MALE,16,153.0,3,DELHI,BADARPUR,SOUTH EAST,False
1628,FEMALE,16,153.0,3,DELHI,AMBEDKAR NAGAR,SOUTH EAST,False
1629,FEMALE,15,122.0,2,DELHI,R. K. PURAM,SOUTH,False
1630,FEMALE,23,153.0,2,DELHI,NABI KARIM,CENTRAL,False
1631,FEMALE,65,153.0,2,DELHI,MAHENDRA PARK,NORTH WEST,False
1632,FEMALE,15,122.0,3,DELHI,HARI NAGAR,WEST,True
1633,FEMALE,21,153.0,2,DELHI,MADHU VIHAR,EAST,False
1634,FEMALE,19,153.0,3,DELHI,BHAJAN PURA,NORTH EAST,False
1635,FEMALE,19,153.0,3,DELHI,JAIT PUR,SOUTH EAST,False
1636,FEMALE,18,122.0,3,DELHI,FARSH BAZAR,EAST,False
1637,MALE,20,122.0,2,DELHI,NAND NAGRI,NORTH EAST,False
1638,FEMALE,19,122.0,3,DELHI,KHAJURI KHAS,NORTH EAST,False
1639,FEMALE,18,122.0,2,DELHI,BADARPUR,SOUTH EAST,False
1640,FEMALE,30,153.0,3,DELHI,VIJAY VIHAR,CENTRAL,False
1641,FEMALE,16,153.0,3,DELHI,KRISHNA NAGAR,EAST,False
1642,FEMALE,16,122.0,2,DELHI,MEHRAULI,SOUTH WEST,False
1643,FEMALE,22,153.0,5,DELHI,VIJAY VIHAR,CENTRAL,False
1644,MALE,33,153.0,5,DELHI,NEW ASHOK NAGAR,EAST,False
1645,FEMALE,20,122.0,2,DELHI,NABI KARIM,CENTRAL,False
1647,MALE,13,122.0,2,DELHI,TILAK NAGAR,WEST,False
1648,FEMALE,17,122.0,2,DELHI,SARAI ROHILLA,NORTH,False
1649,MALE,16,122.0,2,DELHI,MIANWALI NAGAR,WEST,False
1650,FEMALE,19,122.0,3,DELHI,SANGAM VIHAR,SOUTH EAST,False
1651,FEMALE,13,122.0,2,DELHI,NARELA,NORTH,True
1652,FEMALE,20,153.0,6,DELHI,BADARPUR,SOUTH EAST,False
1653,FEMALE,19,153.0,3,DELHI,VASANT VIHAR,SOUTH,False
1654,MALE,7,92.0,3,DELHI,FARSH BAZAR,EAST,False
1655,MALE,46,153.0,5,DELHI,JAMIA NAGAR,SOUTH EAST,False
1656,MALE,19,153.0,2,DELHI,R. K. PURAM,SOUTH,False
1657,FEMALE,19,122.0,2,DELHI,FARSH BAZAR,EAST,False
1658,FEMALE,16,122.0,3,DELHI,SANGAM VIHAR,SOUTH EAST,False
1660,FEMALE,15,153.0,2,DELHI,RANI BAGH,NORTH WEST,False
1661,FEMALE,21,153.0,3,DELHI,KHAJURI KHAS,NORTH EAST,False
1662,FEMALE,26,122.0,5,DELHI,OKHLA INDUSTRIAL AREA,SOUTH EAST,False
1663,MALE,2,61.0,3,DELHI,OKHLA INDUSTRIAL AREA,SOUTH EAST,False
1664,FEMALE,12,122.0,5,DELHI,KHYALA,WEST,False
1665,FEMALE,27,153.0,2,DELHI,OKHLA INDUSTRIAL AREA,SOUTH EAST,False
1666,FEMALE,20,153.0,5,DELHI,PALAM VILLAGE,SOUTH WEST,False
1667,FEMALE,19,153.0,2,DELHI,PANDAV NAGAR,EAST,False
1668,FEMALE,16,153.0,2,DELHI,KALYANPURI,EAST,False
1669,FEMALE,16,153.0,3,DELHI,JYOTI NAGAR,NORTH EAST,False
1670,FEMALE,16,153.0,3,DELHI,MAYA PURI,WEST,False
1671,MALE,42,153.0,5,DELHI,ROOP NAGAR,NORTH,False
1672,MALE,60,153.0,2,DELHI,SEEMAPURI,NORTH EAST,False
1673,MALE,71,153.0,3,DELHI,DABRI,SOUTH WEST,False
1674,MALE,25,153.0,2,DELHI,VIJAY VIHAR,CENTRAL,False
1675,MALE,5,92.0,3,DELHI,MOTI NAGAR,WEST,False
1676,MALE,29,153.0,3,DELHI,KASHMERI GATE,NORTH,False
1677,MALE,22,153.0,5,DELHI,NEB SARAI,SOUTH,False
1678,MALE,32,153.0,3,DELHI,TILAK NAGAR,WEST,False
1679,MALE,31,153.0,2,DELHI,BHAJAN PURA,NORTH EAST,False
1680,MALE,38,153.0,2,DELHI,VIJAY VIHAR,CENTRAL,False
1681,MALE,35,153.0,2,DELHI,KALYANPURI,EAST,False
1682,MALE,12,122.0,3,DELHI,DABRI,SOUTH WEST,False
1683,MALE,45,153.0,5,DELHI,BURARI,NORTH,False
1684,MALE,34,153.0,3,DELHI,KHYALA,WEST,False
1685,MALE,29,153.0,3,DELHI,LAHORI GATE,NORTH,False
1686,MALE,32,153.0,2,DELHI,MANSAROVAR PARK,NORTH EAST,False
1687,MALE,25,153.0,3,DELHI,DABRI,SOUTH WEST,False
1688,MALE,18,153.0,2,DELHI,MANGOL PURI,CENTRAL,True
1689,MALE,28,153.0,3,DELHI,PANDAV NAGAR,EAST,False
1690,MALE,12,122.0,2,DELHI,SHAKARPUR,EAST,False
1691,MALE,29,153.0,3,DELHI,CHHAWALA,SOUTH WEST,False
1692,MALE,49,153.0,2,DELHI,BINDA PUR,SOUTH WEST,False
1693,MALE,17,153.0,3,DELHI,KHYALA,WEST,False
1695,MALE,23,153.0,3,DELHI,HARI NAGAR,WEST,True
1696,MALE,30,153.0,3,DELHI,HAZRAT NIZAMUDDIN RLY STN,SOUTH,True
1698,MALE,12,122.0,5,DELHI,ALIPUR,NORTH WEST,False
1699,MALE,24,153.0,3,DELHI,FATEHPUR BERI,SOUTH,False
1700,MALE,39,153.0,3,DELHI,MADHU VIHAR,EAST,False
1701,MALE,35,153.0,3,DELHI,KAROL BAGH,CENTRAL,False
1702,MALE,36,153.0,5,DELHI,NEW DELHI RLY. STN.,CENTRAL,True
1703,MALE,48,153.0,2,DELHI,KALYANPURI,EAST,False
1704,MALE,10,122.0,3,DELHI,SAMAIPUR BADLI,CENTRAL,False
1705,MALE,50,153.0,2,DELHI,SEELAMPUR,NORTH EAST,False
1706,MALE,22,153.0,5,DELHI,SEEMAPURI,NORTH EAST,False
1707,MALE,28,153.0,2,DELHI,KIRTI NAGAR,WEST,False
1708,MALE,4,61.0,6,DELHI,NARELA,NORTH,True
1709,MALE,23,153.0,2,DELHI,SULTANPURI,CENTRAL,False
1710,MALE,25,153.0,5,DELHI,GULABI BAGH,NORTH,False
1711,MALE,23,153.0,3,GUJURAT,GANDHINAGAR,WEST,False
1712,MALE,13,122.0,3,DELHI,MADHU VIHAR,EAST,False
1713,MALE,5,86.23255813953489,3,DELHI,GEETA COLONY,EAST,False
1714,MALE,39,153.0,5,DELHI,ROOP NAGAR,NORTH,False
1715,MALE,20,153.0,3,DELHI,VIJAY VIHAR,CENTRAL,False
1716,MALE,38,153.0,3,DELHI,ANAND PARBAT,CENTRAL,False
1717,MALE,32,153.0,3,DELHI,KHYALA,WEST,False
1718,MALE,14,122.0,2,GUJURAT,GANDHINAGAR,WEST,False
1719,MALE,17,153.0,2,GUJURAT,GANDHINAGAR,WEST,False
1720,MALE,14,122.0,3,DELHI,MANGOL PURI,CENTRAL,True
1721,MALE,57,153.0,3,DELHI,HARSH VIHAR,NORTH EAST,False
1722,MALE,68,153.0,2,DELHI,MADHU VIHAR,EAST,False
1723,MALE,2,31.0,3,DELHI,JAMA MASJID,CENTRAL,False
1724,MALE,19,153.0,2,DELHI,NEW USMANPUR,NORTH EAST,False
1725,MALE,27,153.0,3,DELHI,RANHOLA,WEST,False
1726,MALE,36,153.0,2,DELHI,NAND NAGRI,NORTH EAST,False
1727,MALE,4,61.0,3,DELHI,MUNDKA,WEST,False
1728,MALE,50,153.0,5,DELHI,KHAJURI KHAS,NORTH EAST,False
1729,MALE,22,153.0,2,DELHI,KHYALA,WEST,False
1730,MALE,67,153.0,2,DELHI,BINDA PUR,SOUTH WEST,False
1731,MALE,19,153.0,2,DELHI,BHALSWA DAIRY,NORTH WEST,False
1732,MALE,60,153.0,3,DELHI,NABI KARIM,CENTRAL,False
1733,MALE,20,153.0,5,DELHI,BHALSWA DAIRY,NORTH WEST,False
1734,MALE,28,153.0,3,DELHI,MAHENDRA PARK,NORTH WEST,False
1735,MALE,29,153.0,3,DELHI,JAHANGIR PURI,NORTH WEST,False
1736,MALE,60,153.0,2,DELHI,BHALSWA DAIRY,NORTH WEST,False
1737,MALE,34,153.0,3,DELHI,BHALSWA DAIRY,NORTH WEST,False
1738,MALE,26,153.0,2,DELHI,AMAN VIHAR,CENTRAL,False
1739,MALE,21,153.0,3,DELHI,KANJHAWALA,NORTH WEST,False
1740,MALE,25,153.0,3,DELHI,MAURYA ENCLAVE,NORTH WEST,False
1741,MALE,26,153.0,2,DELHI,JAHANGIR PURI,NORTH WEST,False
1742,MALE,15,153.0,2,DELHI,MAHENDRA PARK,NORTH WEST,False
1743,MALE,21,153.0,3,DELHI,JAHANGIR PURI,NORTH WEST,False
1744,MALE,22,153.0,3,DELHI,AMAN VIHAR,CENTRAL,False
1745,MALE,32,153.0,3,DELHI,MUKHERJEE NAGAR,NORTH WEST,False
1746,MALE,19,122.0,2,DELHI,NABI KARIM,CENTRAL,False
1747,MALE,43,153.0,2,DELHI,MUKHERJEE NAGAR,NORTH WEST,False
1748,MALE,16,153.0,3,DELHI,AMBEDKAR NAGAR,SOUTH EAST,False
1749,MALE,60,153.0,2,DELHI,VIJAY VIHAR,CENTRAL,False
1750,MALE,28,153.0,3,DELHI,SADAR BAZAR,NORTH,True
1751,MALE,27,183.0,5,DELHI,NARELA,NORTH,True
1752,MALE,22,153.0,3,DELHI,BAWANA,NORTH WEST,False
1753,MALE,18,153.0,3,DELHI,BHARAT NAGAR,NORTH WEST,False
1754,MALE,15,153.0,3,DELHI,MODEL TOWN,NORTH WEST,False
1755,MALE,9,122.0,3,DELHI,SAMAIPUR BADLI,CENTRAL,False
1756,MALE,40,153.0,2,DELHI,MAYUR VIHAR PH- I,EAST,False
1757,MALE,14,122.0,2,DELHI,BEGUM PUR,NORTH WEST,False
1758,MALE,13,122.0,2,DELHI,UTTAM NAGAR,WEST,False
1759,MALE,55,153.0,2,DELHI,JAIT PUR,SOUTH EAST,False
1760,MALE,16,122.0,3,DELHI,BAWANA,NORTH WEST,False
1761,MALE,80,153.0,2,DELHI,JAGAT PURI,EAST,False
1762,MALE,48,153.0,3,DELHI,AMAR COLONY,SOUTH EAST,False
1763,MALE,37,153.0,5,DELHI,RANI BAGH,NORTH WEST,False
1764,MALE,55,153.0,2,DELHI,NARELA,NORTH,True
1765,MALE,73,153.0,5,DELHI,KALKAJI,SOUTH EAST,False
1766,MALE,82,153.0,3,DELHI,YAMUNA VHR,NORTH EAST,True
1767,MALE,21,122.0,3,DELHI,PUL PRAHLAD PUR,SOUTH EAST,False
1768,FEMALE,15,153.0,3,DELHI,SULTANPURI,CENTRAL,False
1769,FEMALE,14,153.0,3,DELHI,SHAHBAD DAIRY,CENTRAL,False
1770,FEMALE,16,153.0,3,DELHI,NAGAF GARH,SOUTH WEST,False
1771,MALE,42,153.0,5,DELHI,SAMAIPUR BADLI,CENTRAL,False
1772,FEMALE,26,153.0,3,DELHI,HARSH VIHAR,NORTH EAST,False
1773,FEMALE,16,153.0,2,DELHI,MANGOL PURI,CENTRAL,True
1774,FEMALE,17,153.0,2,DELHI,NARELA,NORTH,True
1775,FEMALE,19,153.0,2,DELHI,MANGOL PURI,CENTRAL,True
1776,FEMALE,16,153.0,2,DELHI,RAJOURI GARDEN,WEST,False
1777,FEMALE,15,153.0,2,DELHI,NARELA,NORTH,True
1778,FEMALE,19,153.0,3,DELHI,SULTANPURI,CENTRAL,False
1779,FEMALE,18,153.0,3,DELHI,KAPASHERA,SOUTH WEST,False
1780,FEMALE,17,153.0,2,DELHI,KARAWAL NAGAR,NORTH EAST,False
1781,MALE,14,153.0,2,DELHI,JAIT PUR,SOUTH EAST,False
1782,FEMALE,16,153.0,5,DELHI,KAPASHERA,SOUTH WEST,False
1783,MALE,24,153.0,3,DELHI,BHALSWA DAIRY,NORTH WEST,False
1784,FEMALE,20,153.0,3,DELHI,K.N. KATJU MARG,CENTRAL,False
1785,MALE,9,122.0,5,DELHI,MAHENDRA PARK,NORTH WEST,False
1786,FEMALE,21,153.0,3,DELHI,NARELA,NORTH,True
1787,MALE,19,153.0,3,DELHI,KANJHAWALA,NORTH WEST,False
1788,MALE,17,153.0,5,DELHI,NARELA,NORTH,True
1789,MALE,17,153.0,2,DELHI,KHYALA,WEST,False
1790,MALE,14,122.0,3,DELHI,KHYALA,WEST,False
1791,MALE,14,153.0,2,DELHI,KARAWAL NAGAR,NORTH EAST,False
1792,MALE,40,153.0,5,DELHI,SHAHBAD DAIRY,CENTRAL,False
1793,MALE,33,153.0,2,DELHI,VIVEK VIHAR,EAST,False
1794,MALE,16,153.0,3,DELHI,YAMUNA VHR,NORTH EAST,True
1795,MALE,16,153.0,2,DELHI,JAIT PUR,SOUTH EAST,False
1796,MALE,16,153.0,3,DELHI,NARELA,NORTH,True
1797,MALE,37,153.0,5,DELHI,JANAK PURI,WEST,False
1798,FEMALE,24,153.0,2,DELHI,NARELA,NORTH,True
1799,FEMALE,18,153.0,2,GUJURAT,GANDHINAGAR,WEST,False
1800,FEMALE,14,122.0,2,DELHI,NARAINA,SOUTH WEST,True
1801,FEMALE,17,153.0,3,DELHI,NORTH ROHINI,NORTH WEST,False
1802,MALE,26,153.0,5,DELHI,SUBZI MANDI,NORTH,True
1803,FEMALE,14,153.0,3,DELHI,SWAROOP NAGAR,NORTH WEST,False
1804,MALE,19,153.0,3,DELHI,FARSH BAZAR,EAST,False
1805,FEMALE,9,122.0,2,DELHI,MODEL TOWN,NORTH WEST,False
1806,MALE,19,153.0,2,DELHI,NEB SARAI,SOUTH,False
1807,FEMALE,14,153.0,2,DELHI,PUNJABI BAGH,WEST,False
1808,MALE,45,153.0,2,DELHI,SULTANPURI,CENTRAL,False
1809,FEMALE,35,122.0,3,DELHI,BHALSWA DAIRY,NORTH WEST,False
1810,FEMALE,21,153.0,2,DELHI,MUKHERJEE NAGAR,NORTH WEST,False
1811,MALE,25,153.0,2,DELHI,PAHAR GANJ,CENTRAL,False
1812,FEMALE,23,153.0,3,DELHI,KAPASHERA,SOUTH WEST,False
1813,MALE,48,153.0,3,DELHI,PAHAR GANJ,CENTRAL,False
1814,FEMALE,21,153.0,2,DELHI,SEEMAPURI,NORTH EAST,False
1815,MALE,15,153.0,2,DELHI,KARAWAL NAGAR,NORTH EAST,False
1816,FEMALE,20,153.0,3,DELHI,KARAWAL NAGAR,NORTH EAST,False
1817,FEMALE,25,122.0,2,DELHI,HARI NAGAR,WEST,True
1818,MALE,12,92.0,2,DELHI,NARELA,NORTH,True
1819,MALE,50,153.0,2,DELHI,BURARI,NORTH,False
1820,MALE,52,153.0,2,DELHI,SHAHDARA,NORTH EAST,False
1821,MALE,61,153.0,2,DELHI,JAFFARPUR KALAN,SOUTH WEST,False
1822,MALE,61,153.0,3,DELHI,FATEHPUR BERI,SOUTH,False
1823,MALE,28,153.0,3,DELHI,BURARI,NORTH,False
1824,MALE,15,153.0,2,DELHI,KAPASHERA,SOUTH WEST,False
1825,MALE,38,153.0,2,DELHI,CIVIL LINES,NORTH,False
1826,MALE,22,122.0,2,DELHI,SONIA VIHAR,NORTH EAST,False
1827,MALE,32,153.0,2,DELHI,NORTH ROHINI,NORTH WEST,False
1828,MALE,39,153.0,3,DELHI,UTTAM NAGAR,WEST,False
1829,MALE,21,153.0,3,DELHI,KAPASHERA,SOUTH WEST,False
1830,MALE,11,122.0,3,DELHI,SWAROOP NAGAR,NORTH WEST,False
1831,FEMALE,46,153.0,6,DELHI,BADARPUR,SOUTH EAST,False
1832,FEMALE,17,122.0,3,DELHI,SARAI ROHILLA,NORTH,False
1833,FEMALE,18,153.0,3,DELHI,MIANWALI NAGAR,WEST,False
1834,FEMALE,40,153.0,2,DELHI,NEW DELHI RLY. STN.,CENTRAL,True
1835,FEMALE,17,153.0,3,DELHI,KANJHAWALA,NORTH WEST,False
1836,FEMALE,16,153.0,2,DELHI,SHAKARPUR,EAST,False
1837,FEMALE,18,153.0,3,DELHI,RANHOLA,WEST,False
1838,MALE,42,153.0,5,DELHI,VASANT KUNJ SOUTH,SOUTH,False
1839,FEMALE,28,153.0,3,DELHI,SUBHASH PLACE,NORTH WEST,False
1840,FEMALE,16,153.0,3,DELHI,NEW FRIENDS COLONY,SOUTH EAST,False
1842,MALE,16,153.0,3,GUJURAT,GANDHINAGAR,WEST,False
1843,MALE,35,153.0,5,DELHI,DWARKA NORTH,SOUTH WEST,False
1844,FEMALE,24,153.0,2,DELHI,JAMIA NAGAR,SOUTH EAST,False
1845,MALE,30,153.0,7,DELHI,JAGAT PURI,EAST,False
1846,MALE,16,153.0,3,DELHI,UTTAM NAGAR,WEST,False
1847,MALE,50,153.0,5,DELHI,WELCOME,NORTH EAST,False
1848,FEMALE,14,122.0,3,DELHI,KAPASHERA,SOUTH WEST,False
1849,MALE,1,31.0,3,DELHI,SONIA VIHAR,NORTH EAST,False
1850,MALE,78,153.0,2,DELHI,DWARKA NORTH,SOUTH WEST,False
1851,MALE,30,153.0,3,DELHI,HARI NAGAR,WEST,True
1852,MALE,9,92.0,3,DELHI,KAPASHERA,SOUTH WEST,False
1853,MALE,22,153.0,2,DELHI,BINDA PUR,SOUTH WEST,False
1854,FEMALE,17,153.0,5,DELHI,NAGAF GARH,SOUTH WEST,False
1855,FEMALE,14,122.0,2,DELHI,RAJOURI GARDEN,WEST,False
1856,FEMALE,27,153.0,2,DELHI,BADARPUR,SOUTH EAST,False
1857,FEMALE,20,122.0,2,DELHI,HARI NAGAR,WEST,True
1858,MALE,24,153.0,3,DELHI,SONIA VIHAR,NORTH EAST,False
1859,MALE,19,153.0,2,DELHI,HARI NAGAR,WEST,True
1860,MALE,26,153.0,2,DELHI,NARELA,NORTH,True
1861,FEMALE,24,153.0,3,DELHI,NARELA,NORTH,True
1862,MALE,16,153.0,2,DELHI,ANAND PARBAT,CENTRAL,False
1863,MALE,30,153.0,2,DELHI,DELHI CANTT,SOUTH WEST,True
1864,FEMALE,14,153.0,3,DELHI,PALAM VILLAGE,SOUTH WEST,False
1865,MALE,35,153.0,5,DELHI,GOVIND PURI,SOUTH EAST,True
1866,MALE,23,153.0,3,DELHI,I.G.I.AIRPORT,CENTRAL,False
1867,FEMALE,24,153.0,3,DELHI,VASANT KUNJ SOUTH,SOUTH,False
1868,MALE,28,153.0,3,DELHI,OKHLA INDUSTRIAL AREA,SOUTH EAST,False
1869,MALE,25,153.0,3,DELHI,PREET VIHAR,EAST,False
1870,MALE,1,61.0,3,DELHI,VASANT KUNJ SOUTH,SOUTH,False
1871,MALE,42,183.0,3,DELHI,SWAROOP NAGAR,NORTH WEST,False
1872,FEMALE,29,122.0,3,DELHI,OLD DELHI (DELHI MAIN) RLY. STN.,CENTRAL,True
1873,MALE,32,153.0,2,DELHI,SEEMAPURI,NORTH EAST,False
1874,FEMALE,18,153.0,3,DELHI,MAURICE NAGAR,NORTH,False
1875,FEMALE,19,122.0,3,DELHI,FARSH BAZAR,EAST,False
1876,MALE,17,153.0,2,DELHI,INDER PURI,SOUTH WEST,False
1877,MALE,23,153.0,2,DELHI,MUKHERJEE NAGAR,NORTH WEST,False
1878,MALE,15,122.0,3,DELHI,SOUTH CAMPUS,SOUTH,False
1879,MALE,63,153.0,2,DELHI,NEW DELHI RLY. STN.,CENTRAL,True
1880,FEMALE,15,153.0,2,DELHI,NARELA,NORTH,True
1881,FEMALE,19,153.0,2,DELHI,KARAWAL NAGAR,NORTH EAST,False
1882,FEMALE,20,153.0,3,DELHI,MANGOL PURI,CENTRAL,True
1883,FEMALE,22,153.0,2,DELHI,BADARPUR,SOUTH EAST,False
1884,FEMALE,17,153.0,2,DELHI,MEHRAULI,SOUTH WEST,False
1885,MALE,48,153.0,3,DELHI,UTTAM NAGAR,WEST,False
1886,MALE,43,183.0,2,DELHI,SHAHDARA,NORTH EAST,False
1887,FEMALE,17,153.0,2,DELHI,MEHRAULI,SOUTH WEST,False
1888,MALE,24,153.0,5,DELHI,KARAWAL NAGAR,NORTH EAST,False
1889,MALE,30,153.0,5,DELHI,BINDA PUR,SOUTH WEST,False
1890,FEMALE,30,122.0,5,DELHI,SULTANPURI,CENTRAL,False
1891,MALE,24,153.0,3,DELHI,GHAZIPUR,EAST,False
1892,MALE,55,153.0,2,DELHI,MUNDKA,WEST,False
1893,MALE,47,153.0,3,DELHI,SHAHBAD DAIRY,CENTRAL,False
1894,MALE,30,153.0,2,DELHI,MOTI NAGAR,WEST,False
1895,MALE,52,183.0,5,DELHI,HAUZ KHAS,SOUTH,False
1896,FEMALE,24,153.0,3,DELHI,JAIT PUR,SOUTH EAST,False
1897,MALE,46,153.0,5,DELHI,GHAZIPUR,EAST,False
1898,FEMALE,17,153.0,3,DELHI,MADHU VIHAR,EAST,False
1899,MALE,45,153.0,3,DELHI,SWAROOP NAGAR,NORTH WEST,False
1900,FEMALE,17,153.0,3,DELHI,NEB SARAI,SOUTH,False
1901,MALE,65,153.0,5,DELHI,KASHMERI GATE,NORTH,False
1902,MALE,42,153.0,5,DELHI,CIVIL LINES,NORTH,False
1903,FEMALE,22,153.0,3,DELHI,NEB SARAI,SOUTH,False
1904,FEMALE,22,153.0,3,DELHI,NEB SARAI,SOUTH,False
1905,FEMALE,20,122.0,3,DELHI,CHANKYA PURI,CENTRAL,False
1906,FEMALE,25,153.0,3,DELHI,UTTAM NAGAR,WEST,False
1907,MALE,16,153.0,3,DELHI,KAPASHERA,SOUTH WEST,False
1908,FEMALE,17,122.0,3,DELHI,SUBHASH PLACE,NORTH WEST,False
1909,FEMALE,26,153.0,2,DELHI,NEB SARAI,SOUTH,False
1910,FEMALE,18,153.0,2,DELHI,R. K. PURAM,SOUTH,False
1911,MALE,33,153.0,5,DELHI,KALYANPURI,EAST,False
1912,FEMALE,21,153.0,2,DELHI,R. K. PURAM,SOUTH,False
1913,MALE,16,153.0,3,DELHI,NORTH AVENUE,CENTRAL,False
1914,MALE,10,122.0,3,DELHI,KAPASHERA,SOUTH WEST,False
1915,MALE,13,122.0,2,DELHI,JAFFARPUR KALAN,SOUTH WEST,False
1916,MALE,40,153.0,3,DELHI,BINDA PUR,SOUTH WEST,False
1917,FEMALE,85,153.0,3,DELHI,NEB SARAI,SOUTH,False
1918,MALE,35,153.0,5,DELHI,CHANDNI MAHAL,CENTRAL,False
1919,MALE,25,153.0,3,DELHI,INDER PURI,SOUTH WEST,False
1920,FEMALE,16,153.0,2,DELHI,MANGOL PURI,CENTRAL,True
1921,FEMALE,34,153.0,3,DELHI,MEHRAULI,SOUTH WEST,False
1922,MALE,28,153.0,5,DELHI,SADAR BAZAR,NORTH,True
1923,MALE,5,61.0,2,DELHI,KARAWAL NAGAR,NORTH EAST,False
1924,MALE,26,153.0,5,DELHI,KAPASHERA,SOUTH WEST,False
1925,MALE,14,122.0,3,DELHI,SANGAM VIHAR,SOUTH EAST,False
1926,MALE,14,153.0,2,DELHI,SULTANPURI,CENTRAL,False
1927,MALE,30,153.0,5,DELHI,DWARKA NORTH,SOUTH WEST,False
1928,MALE,29,153.0,5,DELHI,VIVEK VIHAR,EAST,False
1929,MALE,22,122.0,3,DELHI,KARAWAL NAGAR,NORTH EAST,False
1930,MALE,34,153.0,3,DELHI,NEW DELHI RLY. STN.,CENTRAL,True
1931,MALE,44,153.0,2,DELHI,KALYANPURI,EAST,False
1932,FEMALE,22,153.0,2,DELHI,BINDA PUR,SOUTH WEST,False
1933,FEMALE,15,153.0,3,DELHI,ASHOK VIHAR,NORTH WEST,False
1934,FEMALE,19,153.0,3,DELHI,ASHOK VIHAR,NORTH WEST,False
1935,FEMALE,22,153.0,2,DELHI,MANSAROVAR PARK,NORTH EAST,False
1936,FEMALE,15,153.0,3,DELHI,VASANT KUNJ SOUTH,SOUTH,False
1937,FEMALE,21,153.0,3,DELHI,SAGAR PUR,SOUTH WEST,False
1938,FEMALE,16,153.0,2,DELHI,SHAKARPUR,EAST,False
1939,FEMALE,26,153.0,2,DELHI,SAGAR PUR,SOUTH WEST,False
1940,MALE,37,153.0,3,DELHI,SANGAM VIHAR,SOUTH EAST,False
1941,FEMALE,19,153.0,2,DELHI,KALYANPURI,EAST,False
1942,FEMALE,20,153.0,2,DELHI,KALYANPURI,EAST,False
1943,FEMALE,18,153.0,5,DELHI,MAHENDRA PARK,NORTH WEST,False
1944,FEMALE,13,153.0,3,DELHI,KHAJURI KHAS,NORTH EAST,False
1945,FEMALE,16,153.0,2,DELHI,NARELA,NORTH,True
1946,FEMALE,19,153.0,2,DELHI,OKHLA INDUSTRIAL AREA,SOUTH EAST,False
1947,FEMALE,19,153.0,2,DELHI,NEW DELHI RLY. STN.,CENTRAL,True
1948,FEMALE,18,153.0,2,DELHI,SUBHASH PLACE,NORTH WEST,False
1949,FEMALE,16,153.0,2,DELHI,NAGAF GARH,SOUTH WEST,False
1950,FEMALE,18,153.0,2,DELHI,ALIPUR,NORTH WEST,False
1951,FEMALE,21,153.0,3,DELHI,KALYANPURI,EAST,False
1952,FEMALE,19,153.0,3,DELHI,SAGAR PUR,SOUTH WEST,False
1953,FEMALE,15,153.0,3,DELHI,BINDA PUR,SOUTH WEST,False
1954,FEMALE,20,153.0,3,DELHI,KHAJURI KHAS,NORTH EAST,False
1955,FEMALE,18,153.0,3,DELHI,NAND NAGRI,NORTH EAST,False
1956,FEMALE,17,122.0,5,DELHI,OKHLA INDUSTRIAL AREA,SOUTH EAST,False
1958,FEMALE,36,153.0,3,DELHI,HARSH VIHAR,NORTH EAST,False
1959,MALE,30,153.0,3,DELHI,INDER PURI,SOUTH WEST,False
1960,MALE,40,153.0,3,DELHI,CHHAWALA,SOUTH WEST,False
1961,MALE,21,153.0,3,DELHI,MANGOL PURI,CENTRAL,True
1962,MALE,17,153.0,2,DELHI,VIVEK VIHAR,EAST,False
1963,FEMALE,27,122.0,2,DELHI,NARELA,NORTH,True
1965,FEMALE,16,122.0,2,DELHI,VIJAY VIHAR,CENTRAL,False
1966,FEMALE,14,153.0,3,DELHI,DWARKA NORTH,SOUTH WEST,False
1967,MALE,15,153.0,2,DELHI,KAPASHERA,SOUTH WEST,False
1968,FEMALE,21,153.0,3,DELHI,SARAI ROHILLA,NORTH,False
1969,FEMALE,21,153.0,3,DELHI,FATEHPUR BERI,SOUTH,False
1970,FEMALE,15,122.0,2,DELHI,RANI BAGH,NORTH WEST,False
1971,FEMALE,20,122.0,3,DELHI,KARAWAL NAGAR,NORTH EAST,False
1972,FEMALE,33,153.0,2,DELHI,MOTI NAGAR,WEST,False
1973,FEMALE,21,122.0,3,DELHI,GHAZIPUR,EAST,False
1974,FEMALE,20,153.0,3,DELHI,MADHU VIHAR,EAST,False
1975,FEMALE,20,153.0,2,DELHI,BINDA PUR,SOUTH WEST,False
1976,FEMALE,19,153.0,5,DELHI,KALYANPURI,EAST,False
