,Gender,Age,Height,Built,State,District,Area,Railway
1253,MALE,45,153.0,3,DELHI,MEHRAULI,SOUTH WEST,False
1254,MALE,18,153.0,2,DELHI,UTTAM NAGAR,WEST,False
1255,MALE,22,153.0,2,DELHI,SHAHDARA,NORTH EAST,False
1256,MALE,25,153.0,3,DELHI,KAPASHERA,SOUTH WEST,False
1257,MALE,24,153.0,3,DELHI,RANHOLA,WEST,False
1258,MALE,17,153.0,3,DELHI,UTTAM NAGAR,WEST,False
1259,MALE,30,153.0,3,DELHI,FARSH BAZAR,EAST,False
1260,MALE,19,153.0,3,DELHI,SHAHBAD DAIRY,CENTRAL,False
1261,MALE,13,153.0,2,DELHI,BINDA PUR,SOUTH WEST,False
1262,MALE,19,153.0,2,DELHI,NEB SARAI,SOUTH,False
1263,MALE,6,86.23255813953489,2,DELHI,HAUZ KHAS,SOUTH,False
1264,MALE,7,86.23255813953489,2,DELHI,BARA HINDU RAO,NORTH,False
1265,MALE,23,153.0,2,DELHI,PASCHIM VIHAR,WEST,False
1266,MALE,28,153.0,3,DELHI,RAJOURI GARDEN,WEST,False
1267,MALE,36,153.0,3,DELHI,RANHOLA,WEST,False
1268,MALE,78,153.0,2,DELHI,ADARSH NAGAR,NORTH WEST,False
1269,MALE,13,153.0,2,DELHI,DELHI CANTT,SOUTH WEST,True
1270,MALE,31,153.0,6,DELHI,VIJAY VIHAR,CENTRAL,False
1271,MALE,22,153.0,2,DELHI,KIRTI NAGAR,WEST,False
1272,MALE,23,153.0,3,DELHI,KHAJURI KHAS,NORTH EAST,False
1273,MALE,17,153.0,2,DELHI,YAMUNA VHR,NORTH EAST,True
1274,MALE,37,153.0,2,DELHI,VIVEK VIHAR,EAST,False
1275,MALE,13,122.0,3,DELHI,PANDAV NAGAR,EAST,False
1276,MALE,55,153.0,3,DELHI,ANAND PARBAT,CENTRAL,False
1277,MALE,45,153.0,3,DELHI,HAUZ KHAS,SOUTH,False
1278,MALE,3,92.0,5,GUJURAT,GANDHINAGAR,WEST,False
1279,MALE,3,61.0,3,DELHI,NARELA,NORTH,True
1280,MALE,12,92.0,2,DELHI,SHAHBAD DAIRY,CENTRAL,False
1281,FEMALE,34,153.0,3,DELHI,SAGAR PUR,SOUTH WEST,False
1283,MALE,32,153.0,3,DELHI,ALIPUR,NORTH WEST,False
1284,MALE,24,153.0,3,DELHI,KALYANPURI,EAST,False
1285,MALE,20,153.0,2,DELHI,MANGOL PURI,CENTRAL,True
1286,MALE,26,153.0,5,DELHI,VASANT KUNJ SOUTH,SOUTH,False
1287,MALE,12,92.0,2,DELHI,JAIT PUR,SOUTH EAST,False
1288,MALE,12,122.0,2,DELHI,SUNLIGHT COLONY,SOUTH EAST,False
1289,MALE,13,153.0,3,DELHI,NARAINA,SOUTH WEST,True
1290,MALE,26,153.0,3,DELHI,VASANT KUNJ SOUTH,SOUTH,False
1291,MALE,24,183.0,3,DELHI,DELHI CANTT,SOUTH WEST,True
1292,MALE,21,153.0,2,DELHI,JAIT PUR,SOUTH EAST,False
1293,MALE,16,153.0,5,DELHI,PALAM VILLAGE,SOUTH WEST,False
1294,MALE,17,153.0,2,DELHI,TIMARPUR,NORTH,False
1295,MALE,17,153.0,5,DELHI,BADARPUR,SOUTH EAST,False
1296,MALE,16,153.0,2,DELHI,KANJHAWALA,NORTH WEST,False
1297,MALE,60,153.0,2,DELHI,UTTAM NAGAR,WEST,False
1299,MALE,16,153.0,3,DELHI,MAURYA ENCLAVE,NORTH WEST,False
1300,MALE,61,153.0,3,DELHI,JAIT PUR,SOUTH EAST,False
1301,MALE,80,153.0,2,DELHI,KALYANPURI,EAST,False
1302,MALE,30,153.0,5,DELHI,DARYA GANJ,CENTRAL,False
1303,MALE,24,153.0,5,DELHI,MAURICE NAGAR,NORTH,False
1304,MALE,16,153.0,2,DELHI,NARELA,NORTH,True
1305,MALE,14,122.0,3,DELHI,MADHU VIHAR,EAST,False
1306,MALE,40,153.0,3,DELHI,CIVIL LINES,NORTH,False
1307,MALE,40,153.0,2,DELHI,SAGAR PUR,SOUTH WEST,False
1308,MALE,13,122.0,2,DELHI,NEW FRIENDS COLONY,SOUTH EAST,False
1309,MALE,25,153.0,5,DELHI,KRISHNA NAGAR,EAST,False
1310,MALE,70,153.0,2,DELHI,MANDIR MARG,CENTRAL,False
1311,MALE,22,153.0,3,DELHI,MANSAROVAR PARK,NORTH EAST,False
1312,MALE,18,153.0,3,DELHI,NAND NAGRI,NORTH EAST,False
1313,MALE,17,153.0,2,DELHI,VASANT KUNJ SOUTH,SOUTH,False
1314,MALE,19,153.0,3,DELHI,AMAR COLONY,SOUTH EAST,False
1315,MALE,28,153.0,3,DELHI,TIMARPUR,NORTH,False
1316,MALE,75,153.0,2,DELHI,KALKAJI,SOUTH EAST,False
1317,MALE,26,153.0,3,DELHI,NEW ASHOK NAGAR,EAST,False
1318,MALE,38,153.0,6,DELHI,K.N. KATJU MARG,CENTRAL,False
1319,MALE,31,153.0,3,DELHI,MANGOL PURI,CENTRAL,True
1320,MALE,35,153.0,3,DELHI,BAWANA,NORTH WEST,False
1321,MALE,16,153.0,2,DELHI,KALYANPURI,EAST,False
1323,MALE,8,86.23255813953489,3,DELHI,OLD DELHI (DELHI MAIN) RLY. STN.,CENTRAL,True
1324,MALE,19,153.0,2,DELHI,VASANT KUNJ SOUTH,SOUTH,False
1325,MALE,48,153.0,2,DELHI,HAUZ KHAS,SOUTH,False
1326,MALE,40,153.0,3,DELHI,KHYALA,WEST,False
1327,MALE,15,153.0,2,DELHI,JAIT PUR,SOUTH EAST,False
1328,MALE,7,92.0,2,DELHI,MADHU VIHAR,EAST,False
1329,MALE,16,153.0,5,DELHI,MADHU VIHAR,EAST,False
1330,MALE,40,153.0,5,DELHI,MIANWALI NAGAR,WEST,False
1331,MALE,30,153.0,3,DELHI,UTTAM NAGAR,WEST,False
1332,MALE,23,153.0,3,DELHI,SHAHDARA,NORTH EAST,False
1333,MALE,22,153.0,3,DELHI,SADAR BAZAR,NORTH,True
1334,MALE,4,92.0,3,DELHI,GEETA COLONY,EAST,False
1335,MALE,28,153.0,5,DELHI,K.N. KATJU MARG,CENTRAL,False
1336,MALE,45,153.0,2,DELHI,RANI BAGH,NORTH WEST,False
1337,MALE,25,153.0,3,DELHI,NEW ASHOK NAGAR,EAST,False
1338,MALE,26,153.0,5,DELHI,GHAZIPUR,EAST,False
1339,MALE,14,122.0,2,DELHI,MADHU VIHAR,EAST,False
1340,MALE,34,153.0,3,DELHI,KRISHNA NAGAR,EAST,False
1341,MALE,12,122.0,5,DELHI,SAGAR PUR,SOUTH WEST,False
1342,MALE,55,153.0,5,DELHI,NAND NAGRI,NORTH EAST,False
1343,MALE,45,153.0,3,DELHI,BARA HINDU RAO,NORTH,False
1344,MALE,31,153.0,3,DELHI,NEW ASHOK NAGAR,EAST,False
1345,MALE,13,122.0,3,DELHI,WELCOME,NORTH EAST,False
1346,MALE,17,153.0,3,DELHI,JAIT PUR,SOUTH EAST,False
1347,MALE,28,153.0,2,DELHI,GEETA COLONY,EAST,False
1348,MALE,12,122.0,3,DELHI,SADAR BAZAR,NORTH,True
1349,MALE,58,153.0,3,DELHI,NEW ASHOK NAGAR,EAST,False
1350,MALE,4,61.0,5,DELHI,NEB SARAI,SOUTH,False
1351,MALE,4,92.0,2,DELHI,SEEMAPURI,NORTH EAST,False
1352,MALE,47,153.0,3,DELHI,GHAZIPUR,EAST,False
1353,MALE,22,153.0,2,DELHI,NAND NAGRI,NORTH EAST,False
1354,MALE,22,153.0,2,DELHI,MIANWALI NAGAR,WEST,False
1355,MALE,14,153.0,5,DELHI,MIANWALI NAGAR,WEST,False
1356,MALE,48,153.0,3,DELHI,HAUZ KHAS,SOUTH,False
1357,MALE,8,92.0,3,DELHI,UTTAM NAGAR,WEST,False
1358,MALE,65,153.0,2,DELHI,PUL PRAHLAD PUR,SOUTH EAST,False
1359,MALE,20,153.0,5,DELHI,BHALSWA DAIRY,NORTH WEST,False
1360,MALE,32,153.0,3,DELHI,JANAK PURI,WEST,False
1361,MALE,44,153.0,3,DELHI,HARI NAGAR,WEST,True
1362,MALE,15,153.0,3,DELHI,VIJAY VIHAR,CENTRAL,False
1363,MALE,40,153.0,3,DELHI,MEHRAULI,SOUTH WEST,False
1364,MALE,58,183.0,2,DELHI,HARI NAGAR,WEST,True
1365,MALE,22,153.0,2,DELHI,BHARAT NAGAR,NORTH WEST,False
1366,MALE,23,153.0,2,DELHI,KARAWAL NAGAR,NORTH EAST,False
1367,MALE,96,153.0,2,DELHI,NEW USMANPUR,NORTH EAST,False
1368,MALE,25,153.0,5,DELHI,SHAHDARA,NORTH EAST,False
1369,MALE,19,153.0,5,DELHI,UTTAM NAGAR,WEST,False
1370,MALE,56,153.0,3,DELHI,SHAHDARA,NORTH EAST,False
1371,MALE,28,183.0,7,DELHI,MANGOL PURI,CENTRAL,True
1372,MALE,29,153.0,2,DELHI,KAROL BAGH,CENTRAL,False
1373,MALE,28,153.0,3,DELHI,SHAHDARA,NORTH EAST,False
1374,MALE,39,153.0,3,DELHI,NANGLOI,WEST,True
1375,MALE,26,153.0,3,DELHI,MEHRAULI,SOUTH WEST,False
1376,MALE,43,153.0,3,DELHI,KARAWAL NAGAR,NORTH EAST,False
1377,MALE,12,122.0,3,DELHI,SULTANPURI,CENTRAL,False
1378,MALE,22,153.0,3,DELHI,K.N. KATJU MARG,CENTRAL,False
1379,MALE,48,153.0,3,DELHI,JAGAT PURI,EAST,False
1380,MALE,24,153.0,2,DELHI,ANAND VIHAR,EAST,True
1381,MALE,30,153.0,3,DELHI,JAFRABAD,NORTH EAST,False
1382,MALE,26,153.0,2,DELHI,NAND NAGRI,NORTH EAST,False
1383,MALE,17,153.0,5,DELHI,VIJAY VIHAR,CENTRAL,False
1384,MALE,30,153.0,3,DELHI,NEW DELHI RLY. STN.,CENTRAL,True
1385,MALE,22,153.0,2,DELHI,NEW ASHOK NAGAR,EAST,False
1386,MALE,22,153.0,3,DELHI,HARI NAGAR,WEST,True
1387,MALE,17,153.0,3,DELHI,CIVIL LINES,NORTH,False
1388,MALE,35,153.0,3,DELHI,JAFRABAD,NORTH EAST,False
1389,MALE,28,153.0,3,DELHI,SANGAM VIHAR,SOUTH EAST,False
1390,MALE,31,153.0,2,DELHI,MEHRAULI,SOUTH WEST,False
1391,MALE,22,153.0,3,DELHI,GEETA COLONY,EAST,False
1392,MALE,65,153.0,3,DELHI,NEW ASHOK NAGAR,EAST,False
1393,MALE,20,153.0,3,DELHI,MADHU VIHAR,EAST,False
1394,MALE,28,153.0,3,DELHI,HARI NAGAR,WEST,True
1395,MALE,22,153.0,2,DELHI,NEW USMANPUR,NORTH EAST,False
1396,MALE,10,122.0,3,DELHI,NANGLOI,WEST,True
1397,MALE,11,122.0,2,DELHI,YAMUNA VHR,NORTH EAST,True
1398,MALE,19,153.0,3,DELHI,BHARAT NAGAR,NORTH WEST,False
1399,MALE,42,153.0,5,DELHI,NEW USMANPUR,NORTH EAST,False
1400,MALE,62,153.0,3,DELHI,MEHRAULI,SOUTH WEST,False
1401,MALE,5,86.23255813953489,3,DELHI,NAND NAGRI,NORTH EAST,False
1402,MALE,17,153.0,3,DELHI,NAND NAGRI,NORTH EAST,False
1403,MALE,26,153.0,3,DELHI,NAND NAGRI,NORTH EAST,False
1404,MALE,20,153.0,2,DELHI,NORTH AVENUE,CENTRAL,False
1405,MALE,22,153.0,3,DELHI,BADARPUR,SOUTH EAST,False
1406,MALE,1,31.0,3,DELHI,KAPASHERA,SOUTH WEST,False
1407,MALE,34,153.0,2,DELHI,SARITA VIHAR,SOUTH EAST,False
1408,MALE,50,153.0,3,DELHI,RAJOURI GARDEN,WEST,False
1409,MALE,25,153.0,3,DELHI,SAROJINI NAGAR,SOUTH,False
1410,MALE,22,183.0,3,DELHI,SAROJINI NAGAR,SOUTH,False
1411,MALE,35,153.0,2,DELHI,KHAJURI KHAS,NORTH EAST,False
1412,MALE,35,153.0,3,DELHI,NEB SARAI,SOUTH,False
1413,MALE,24,153.0,3,DELHI,ALIPUR,NORTH WEST,False
1414,MALE,18,153.0,3,DELHI,ALIPUR,NORTH WEST,False
1415,MALE,19,153.0,3,DELHI,JAIT PUR,SOUTH EAST,False
1416,MALE,45,153.0,3,DELHI,BABA HARIDAS NAGAR,SOUTH WEST,False
1417,MALE,20,153.0,3,DELHI,SULTANPURI,CENTRAL,False
1418,MALE,30,183.0,2,DELHI,NARELA,NORTH,True
1419,MALE,24,153.0,5,DELHI,SAMAIPUR BADLI,CENTRAL,False
1420,MALE,14,122.0,3,DELHI,LAJPAT NAGAR,SOUTH EAST,True
1421,MALE,8,92.0,2,DELHI,BAWANA,NORTH WEST,False
1422,MALE,11,122.0,3,DELHI,ALIPUR,NORTH WEST,False
1423,MALE,11,122.0,3,DELHI,ALIPUR,NORTH WEST,False
1424,MALE,17,153.0,2,DELHI,JAIT PUR,SOUTH EAST,False
1425,MALE,35,153.0,2,DELHI,RAJOURI GARDEN,WEST,False
1426,MALE,13,153.0,2,DELHI,JAIT PUR,SOUTH EAST,False
1427,MALE,57,183.0,2,DELHI,KIRTI NAGAR,WEST,False
1428,MALE,23,153.0,2,DELHI,NARAINA,SOUTH WEST,True
1429,MALE,29,153.0,2,DELHI,AMBEDKAR NAGAR,SOUTH EAST,False
1430,MALE,18,153.0,3,DELHI,BABA HARIDAS NAGAR,SOUTH WEST,False
1431,MALE,10,61.0,2,DELHI,JAIT PUR,SOUTH EAST,False
1432,MALE,15,153.0,3,DELHI,ALIPUR,NORTH WEST,False
1433,MALE,22,122.0,3,DELHI,NARAINA,SOUTH WEST,True
1434,MALE,30,153.0,3,DELHI,JAIT PUR,SOUTH EAST,False
1435,MALE,36,153.0,3,DELHI,RANJIT NAGAR,CENTRAL,False
1436,MALE,19,153.0,5,DELHI,VASANT KUNJ SOUTH,SOUTH,False
1437,MALE,32,183.0,2,DELHI,MADHU VIHAR,EAST,False
1438,MALE,28,153.0,6,DELHI,KAROL BAGH,CENTRAL,False
1439,MALE,18,153.0,3,DELHI,SAROJINI NAGAR,SOUTH,False
1440,MALE,18,153.0,3,DELHI,BINDA PUR,SOUTH WEST,False
1441,MALE,65,153.0,2,DELHI,NEW DELHI RLY. STN.,CENTRAL,True
1442,MALE,15,122.0,3,DELHI,JAIT PUR,SOUTH EAST,False
1443,MALE,21,153.0,3,DELHI,SADAR BAZAR,NORTH,True
1444,MALE,16,153.0,2,DELHI,VIJAY VIHAR,CENTRAL,False
1445,MALE,65,153.0,3,DELHI,MIANWALI NAGAR,WEST,False
1446,MALE,15,153.0,3,DELHI,PALAM VILLAGE,SOUTH WEST,False
1447,MALE,11,122.0,3,DELHI,YAMUNA VHR,NORTH EAST,True
1448,MALE,21,153.0,3,DELHI,KALYANPURI,EAST,False
1449,MALE,22,153.0,5,DELHI,SADAR BAZAR,NORTH,True
1450,MALE,70,153.0,5,DELHI,JAMA MASJID,CENTRAL,False
1451,MALE,19,122.0,3,DELHI,SEELAMPUR,NORTH EAST,False
1452,MALE,6,86.23255813953489,3,DELHI,BADARPUR,SOUTH EAST,False
1453,MALE,12,122.0,2,DELHI,NARELA,NORTH,True
1454,MALE,26,153.0,2,DELHI,MAHENDRA PARK,NORTH WEST,False
1455,MALE,13,122.0,2,DELHI,MEHRAULI,SOUTH WEST,False
1456,MALE,80,153.0,2,DELHI,FATEHPUR BERI,SOUTH,False
1457,MALE,16,122.0,2,DELHI,NAND NAGRI,NORTH EAST,False
1458,MALE,66,153.0,2,DELHI,GHAZIPUR,EAST,False
1459,MALE,4,92.0,3,DELHI,PARLIAMENT STREET,CENTRAL,False
1460,MALE,14,153.0,3,DELHI,NARAINA,SOUTH WEST,True
1461,MALE,25,153.0,2,DELHI,BHALSWA DAIRY,NORTH WEST,False
1462,MALE,50,153.0,3,DELHI,JAMIA NAGAR,SOUTH EAST,False
1463,MALE,4,86.23255813953489,5,DELHI,OKHLA INDUSTRIAL AREA,SOUTH EAST,False
1464,MALE,52,153.0,3,DELHI,NORTH AVENUE,CENTRAL,False
1465,MALE,45,153.0,5,DELHI,HARSH VIHAR,NORTH EAST,False
1466,MALE,38,153.0,3,DELHI,SULTANPURI,CENTRAL,False
1467,MALE,30,153.0,5,DELHI,SULTANPURI,CENTRAL,False
1468,FEMALE,33,153.0,3,DELHI,SUBHASH PLACE,NORTH WEST,False
1469,MALE,78,153.0,2,DELHI,SHAHDARA,NORTH EAST,False
1470,MALE,40,153.0,3,DELHI,BHAJAN PURA,NORTH EAST,False
1471,MALE,24,153.0,3,GUJURAT,GANDHINAGAR,WEST,False
1472,MALE,75,153.0,5,DELHI,NEW DELHI RLY. STN.,CENTRAL,True
1473,MALE,65,153.0,3,DELHI,NAGAF GARH,SOUTH WEST,False
1474,MALE,72,153.0,2,DELHI,KRISHNA NAGAR,EAST,False
1475,MALE,46,153.0,3,DELHI,DWARKA NORTH,SOUTH WEST,False
1476,MALE,25,153.0,3,DELHI,JAMIA NAGAR,SOUTH EAST,False
1477,MALE,20,153.0,2,DELHI,KALYANPURI,EAST,False
1478,MALE,30,153.0,5,DELHI,KALYANPURI,EAST,False
1479,MALE,13,153.0,3,DELHI,KESHAV PURAM,NORTH WEST,False
1480,MALE,24,153.0,3,DELHI,SANGAM VIHAR,SOUTH EAST,False
1481,MALE,21,153.0,2,DELHI,NEB SARAI,SOUTH,False
1482,MALE,28,153.0,3,DELHI,MAHENDRA PARK,NORTH WEST,False
1483,MALE,21,153.0,5,DELHI,MEHRAULI,SOUTH WEST,False
1484,MALE,25,183.0,2,DELHI,CHHAWALA,SOUTH WEST,False
1485,MALE,15,122.0,2,DELHI,KALYANPURI,EAST,False
1486,MALE,17,153.0,3,DELHI,YAMUNA VHR,NORTH EAST,True
1487,MALE,16,153.0,3,DELHI,JAIT PUR,SOUTH EAST,False
1488,MALE,19,153.0,3,DELHI,KHAJURI KHAS,NORTH EAST,False
1489,MALE,42,153.0,2,DELHI,GULABI BAGH,NORTH,False
1490,MALE,45,153.0,2,DELHI,MAHENDRA PARK,NORTH WEST,False
1491,MALE,20,153.0,2,DELHI,NAND NAGRI,NORTH EAST,False
1492,MALE,19,153.0,3,DELHI,KRISHNA NAGAR,EAST,False
1493,MALE,35,153.0,5,DELHI,MAURYA ENCLAVE,NORTH WEST,False
1494,MALE,22,153.0,3,DELHI,SAMAIPUR BADLI,CENTRAL,False
1495,MALE,14,153.0,2,DELHI,KAPASHERA,SOUTH WEST,False
1496,MALE,19,153.0,3,DELHI,GHAZIPUR,EAST,False
1497,MALE,36,153.0,3,DELHI,WELCOME,NORTH EAST,False
1498,MALE,10,92.0,3,DELHI,KARAWAL NAGAR,NORTH EAST,False
1499,MALE,31,153.0,3,GUJURAT,GANDHINAGAR,WEST,False
1500,MALE,45,153.0,2,DELHI,NORTH AVENUE,CENTRAL,False
1501,MALE,65,153.0,2,DELHI,HAUZ KHAS,SOUTH,False
1502,MALE,20,153.0,2,DELHI,NEW ASHOK NAGAR,EAST,False
1503,MALE,14,153.0,2,DELHI,BADARPUR,SOUTH EAST,False
1504,MALE,22,153.0,3,DELHI,WELCOME,NORTH EAST,False
1505,MALE,62,153.0,2,DELHI,DWARKA NORTH,SOUTH WEST,False
1506,MALE,21,153.0,5,DELHI,KALYANPURI,EAST,False
1507,MALE,19,183.0,5,DELHI,HAUZ KHAS,SOUTH,False
1508,MALE,32,153.0,5,DELHI,HARSH VIHAR,NORTH EAST,False
1509,MALE,7,92.0,3,DELHI,OLD DELHI (DELHI MAIN) RLY. STN.,CENTRAL,True
1510,MALE,22,153.0,5,DELHI,MADHU VIHAR,EAST,False
1511,MALE,21,153.0,3,DELHI,AMAN VIHAR,CENTRAL,False
1512,MALE,35,153.0,5,DELHI,OKHLA INDUSTRIAL AREA,SOUTH EAST,False
1513,MALE,32,153.0,3,DELHI,AMAN VIHAR,CENTRAL,False
1514,MALE,38,153.0,2,DELHI,AMAN VIHAR,CENTRAL,False
1515,MALE,43,153.0,3,DELHI,PATEL NAGAR,CENTRAL,False
1516,MALE,1,61.0,2,DELHI,NEW USMANPUR,NORTH EAST,False
1517,MALE,27,153.0,3,DELHI,UTTAM NAGAR,WEST,False
1518,MALE,82,153.0,2,DELHI,AMAN VIHAR,CENTRAL,False
1519,MALE,29,153.0,2,DELHI,ANAND PARBAT,CENTRAL,False
1520,MALE,17,153.0,2,DELHI,MEHRAULI,SOUTH WEST,False
1521,MALE,12,122.0,3,DELHI,PATEL NAGAR,CENTRAL,False
1522,MALE,54,153.0,5,DELHI,IGI AIRPORT METRO,CENTRAL,True
1523,MALE,30,153.0,3,DELHI,JAGAT PURI,EAST,False
1524,MALE,27,153.0,2,DELHI,SULTANPURI,CENTRAL,False
1525,MALE,42,153.0,5,DELHI,AMAN VIHAR,CENTRAL,False
1526,MALE,28,153.0,3,DELHI,HARSH VIHAR,NORTH EAST,False
1527,MALE,38,153.0,3,DELHI,AMAN VIHAR,CENTRAL,False
1528,MALE,27,153.0,3,DELHI,AMAN VIHAR,CENTRAL,False
1529,MALE,28,153.0,3,DELHI,SHAKARPUR,EAST,False
1530,MALE,24,183.0,2,DELHI,AMAN VIHAR,CENTRAL,False
1531,MALE,39,153.0,3,DELHI,ROOP NAGAR,NORTH,False
1532,MALE,24,153.0,2,DELHI,AMAN VIHAR,CENTRAL,False
1533,MALE,15,153.0,3,DELHI,KARAWAL NAGAR,NORTH EAST,False
1534,MALE,32,153.0,3,DELHI,SARITA VIHAR,SOUTH EAST,False
1535,MALE,36,153.0,3,DELHI,PASCHIM VIHAR,WEST,False
1536,MALE,50,153.0,2,DELHI,JAIT PUR,SOUTH EAST,False
1537,MALE,19,153.0,3,DELHI,NEW DELHI RLY. STN.,CENTRAL,True
1538,MALE,22,153.0,4,DELHI,AMAN VIHAR,CENTRAL,False
1539,MALE,8,92.0,3,DELHI,SHALIMAR BAGH,NORTH WEST,False
1540,MALE,19,153.0,3,DELHI,NEW DELHI RLY. STN.,CENTRAL,True
1541,MALE,11,122.0,2,DELHI,KRISHNA NAGAR,EAST,False
1542,MALE,12,122.0,2,DELHI,KRISHNA NAGAR,EAST,False
1543,MALE,11,122.0,2,DELHI,KRISHNA NAGAR,EAST,False
1544,MALE,22,153.0,2,DELHI,AMAN VIHAR,CENTRAL,False
1545,MALE,25,153.0,3,DELHI,SAGAR PUR,SOUTH WEST,False
1546,MALE,31,153.0,3,DELHI,JAIT PUR,SOUTH EAST,False
1547,MALE,28,153.0,5,DELHI,K.N. KATJU MARG,CENTRAL,False
1548,MALE,28,153.0,2,DELHI,AMAN VIHAR,CENTRAL,False
1549,MALE,79,153.0,3,DELHI,HAUZ KHAS,SOUTH,False
1550,MALE,25,153.0,2,DELHI,NORTH ROHINI,NORTH WEST,False
1551,MALE,39,153.0,5,DELHI,BINDA PUR,SOUTH WEST,False
1552,MALE,85,153.0,2,DELHI,ANAND PARBAT,CENTRAL,False
1553,MALE,20,153.0,3,DELHI,ROOP NAGAR,NORTH,False
1554,MALE,32,153.0,2,DELHI,RANHOLA,WEST,False
1555,MALE,61,153.0,2,DELHI,JAIT PUR,SOUTH EAST,False
1556,MALE,17,153.0,2,DELHI,RANI BAGH,NORTH WEST,False
1557,MALE,51,153.0,2,DELHI,KANJHAWALA,NORTH WEST,False
1558,MALE,19,153.0,2,DELHI,MUNDKA,WEST,False
1559,MALE,29,153.0,3,DELHI,SHAKARPUR,EAST,False
1560,MALE,24,153.0,5,DELHI,WELCOME,NORTH EAST,False
1561,MALE,28,153.0,3,DELHI,CHHAWALA,SOUTH WEST,False
1562,MALE,22,153.0,4,DELHI,BHALSWA DAIRY,NORTH WEST,False
1563,MALE,32,153.0,5,DELHI,VIKASPURI,WEST,False
1564,MALE,65,153.0,3,DELHI,FARSH BAZAR,EAST,False
1565,MALE,26,153.0,5,DELHI,PUL PRAHLAD PUR,SOUTH EAST,False
1566,MALE,15,153.0,2,DELHI,KHAJURI KHAS,NORTH EAST,False
1567,MALE,23,153.0,2,DELHI,JYOTI NAGAR,NORTH EAST,False
1568,MALE,15,153.0,5,DELHI,VIJAY VIHAR,CENTRAL,False
1569,MALE,45,153.0,5,DELHI,HARSH VIHAR,NORTH EAST,False
1570,MALE,18,153.0,3,DELHI,SULTANPURI,CENTRAL,False
1571,MALE,14,122.0,2,DELHI,LAHORI GATE,NORTH,False
1572,MALE,56,153.0,3,DELHI,UTTAM NAGAR,WEST,False
1573,MALE,20,153.0,2,DELHI,TILAK NAGAR,WEST,False
1574,MALE,6,92.0,3,DELHI,NEW ASHOK NAGAR,EAST,False
1575,MALE,27,153.0,3,DELHI,NEW ASHOK NAGAR,EAST,False
1576,MALE,25,153.0,2,DELHI,MADHU VIHAR,EAST,False
1577,MALE,18,153.0,5,DELHI,NARELA,NORTH,True
1578,MALE,24,153.0,3,DELHI,UTTAM NAGAR,WEST,False
1579,MALE,30,153.0,2,DELHI,JAIT PUR,SOUTH EAST,False
1580,MALE,28,153.0,2,DELHI,JAIT PUR,SOUTH EAST,False
1581,MALE,32,153.0,2,DELHI,RAJOURI GARDEN,WEST,False
1582,MALE,22,153.0,3,DELHI,MUNDKA,WEST,False
1583,MALE,22,153.0,3,DELHI,AMAN VIHAR,CENTRAL,False
1584,MALE,36,153.0,5,DELHI,KARAWAL NAGAR,NORTH EAST,False
1585,MALE,46,183.0,3,DELHI,JAMIA NAGAR,SOUTH EAST,False
1586,MALE,7,86.23255813953489,3,DELHI,KASHMERI GATE,NORTH,False
1587,MALE,8,86.23255813953489,3,DELHI,KASHMERI GATE,NORTH,False
1588,MALE,16,153.0,3,DELHI,SARAI ROHILLA,NORTH,False
1589,MALE,28,153.0,3,DELHI,LAHORI GATE,NORTH,False
1590,MALE,16,153.0,2,DELHI,GOVIND PURI,SOUTH EAST,True
1591,MALE,20,153.0,3,DELHI,SAROJINI NAGAR,SOUTH,False
1592,MALE,35,153.0,2,DELHI,NEW FRIENDS COLONY,SOUTH EAST,False
1593,MALE,31,153.0,3,DELHI,VASANT KUNJ NORTH,SOUTH,False
1594,MALE,19,153.0,2,DELHI,SHAHDARA,NORTH EAST,False
1595,MALE,30,153.0,2,DELHI,VASANT KUNJ NORTH,SOUTH,False
1596,MALE,29,153.0,3,DELHI,NAND NAGRI,NORTH EAST,False
1597,MALE,22,153.0,3,DELHI,KHAJURI KHAS,NORTH EAST,False
1598,MALE,46,153.0,3,DELHI,KHAJURI KHAS,NORTH EAST,False
1599,MALE,19,153.0,5,DELHI,BAWANA,NORTH WEST,False
1600,MALE,34,153.0,5,DELHI,PASCHIM VIHAR,WEST,False
1601,MALE,26,183.0,3,DELHI,KANJHAWALA,NORTH WEST,False
1602,MALE,40,153.0,6,DELHI,KASHMERI GATE,NORTH,False
1603,MALE,17,153.0,2,DELHI,NAND NAGRI,NORTH EAST,False
1604,MALE,55,153.0,3,DELHI,MAYA PURI,WEST,False
1605,MALE,14,122.0,2,DELHI,ANAND PARBAT,CENTRAL,False
1606,MALE,18,153.0,2,DELHI,AMAR COLONY,SOUTH EAST,False
1607,MALE,80,153.0,3,DELHI,AMAR COLONY,SOUTH EAST,False
1608,MALE,33,153.0,2,DELHI,HARI NAGAR,WEST,True
1609,MALE,4,86.23255813953489,2,DELHI,NANGLOI,WEST,True
1610,MALE,47,153.0,3,DELHI,SAMAIPUR BADLI,CENTRAL,False
1611,MALE,65,153.0,2,DELHI,JYOTI NAGAR,NORTH EAST,False
1612,MALE,8,92.0,3,DELHI,AMAN VIHAR,CENTRAL,False
1613,MALE,31,153.0,3,DELHI,K.N. KATJU MARG,CENTRAL,False
1614,MALE,42,153.0,5,DELHI,FARSH BAZAR,EAST,False
1615,MALE,22,153.0,3,DELHI,ANAND PARBAT,CENTRAL,False
